datetime,"(0, 0)","(0, 1)","(0, 2)","(0, 3)","(0, 4)","(0, 5)","(0, 6)","(1, 0)","(1, 1)","(1, 2)","(1, 3)","(1, 4)","(1, 5)","(1, 6)","(2, 0)","(2, 1)","(2, 2)","(2, 3)","(2, 4)","(2, 5)","(2, 6)","(3, 0)","(3, 1)","(3, 2)","(3, 3)","(3, 4)","(3, 5)","(3, 6)","(4, 0)","(4, 1)","(4, 2)","(4, 3)","(4, 4)","(4, 5)","(4, 6)","(5, 0)","(5, 1)","(5, 2)","(5, 3)","(5, 4)","(5, 5)","(5, 6)","(6, 0)","(6, 1)","(6, 2)","(6, 3)","(6, 4)","(6, 5)","(6, 6)"
2014-05-09 11:30:00,1,0,0,0,0,0,0,0,1,1,0,0,0,0,2,2,1,0,1,0,0,3,14,32,30,16,2,1,0,1,25,35,22,2,1,0,0,1,2,1,0,0,0,0,0,0,0,0,0
2014-05-09 11:40:00,1,1,0,0,0,0,0,0,0,1,0,0,0,0,3,3,1,0,1,0,0,3,16,33,28,15,2,0,0,1,25,32,25,1,2,0,0,0,2,1,0,0,0,0,0,0,0,0,0
2014-05-09 11:50:00,1,1,0,0,0,0,0,0,0,1,0,0,0,0,3,6,1,0,1,0,0,2,16,29,25,17,3,0,0,1,21,34,30,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1
2014-05-09 12:00:00,1,1,0,0,0,0,0,0,0,1,0,0,0,0,2,5,1,0,2,0,0,3,17,31,30,14,3,0,0,1,17,43,20,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1
2014-05-09 12:10:00,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,6,1,0,2,0,0,2,15,38,34,14,2,0,0,1,20,38,16,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1
2014-05-09 12:20:00,0,2,0,0,0,0,0,0,1,1,0,0,0,0,1,5,1,0,1,0,0,6,13,43,30,16,2,0,0,1,17,43,11,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1
2014-05-09 12:30:00,0,2,0,0,0,0,0,0,1,1,0,0,0,0,0,3,0,1,1,0,0,6,18,40,28,15,0,0,0,1,23,40,14,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1
2014-05-09 12:40:00,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,4,0,0,1,0,0,6,15,43,30,13,0,0,0,1,25,37,15,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1
2014-05-09 12:50:00,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,1,0,0,7,17,41,32,13,0,1,0,0,19,40,14,0,0,0,0,0,2,0,0,1,0,0,0,1,0,0,1
2014-05-09 13:00:00,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2,4,1,0,2,0,0,8,18,35,31,15,0,1,0,0,21,36,15,0,0,0,0,1,2,0,0,1,0,0,0,1,0,0,1
2014-05-09 13:10:00,0,0,0,0,0,0,0,0,3,0,0,0,0,0,1,6,0,0,3,0,0,10,18,28,31,15,0,1,0,0,21,39,14,0,0,0,0,1,2,0,0,1,0,0,0,1,0,1,1
2014-05-09 13:20:00,0,1,0,0,0,0,0,0,4,0,0,0,0,0,1,6,0,0,3,0,0,8,18,27,29,15,1,0,0,0,26,37,15,0,0,0,0,0,2,0,0,1,0,0,0,1,0,0,2
2014-05-09 13:30:00,0,3,0,0,0,0,0,0,1,0,0,0,0,0,2,4,1,1,5,0,0,9,18,22,30,15,1,0,0,0,30,28,20,0,0,0,0,1,2,0,0,1,0,0,0,1,0,0,2
2014-05-09 13:40:00,1,3,0,0,0,0,0,0,1,0,0,0,0,0,2,7,1,2,2,0,0,9,18,24,26,17,0,0,0,1,23,31,22,0,0,0,0,1,3,0,0,0,0,0,0,1,0,0,2
2014-05-09 13:50:00,0,4,0,0,0,0,0,0,2,0,0,0,0,0,4,9,2,2,1,0,0,9,13,29,24,15,0,0,0,4,19,34,17,0,1,0,0,1,4,0,0,0,0,0,0,1,0,0,2
2014-05-09 14:00:00,0,4,0,0,0,0,0,0,3,0,0,0,0,0,3,7,2,0,1,0,0,8,14,26,28,16,1,0,0,5,21,40,12,0,2,0,0,0,2,0,0,0,0,0,1,1,0,0,0
2014-05-09 14:10:00,0,5,0,0,0,0,0,0,3,1,0,0,0,0,2,6,4,0,0,0,0,7,12,30,25,18,1,0,0,5,28,37,6,0,2,0,1,0,2,0,0,0,0,0,1,1,0,0,0
2014-05-09 14:20:00,0,6,0,1,0,0,0,0,3,0,0,0,0,0,2,5,3,0,0,0,0,5,14,27,21,22,1,0,0,2,38,37,5,0,2,0,1,0,0,0,0,0,0,0,1,1,0,0,0
2014-05-09 14:30:00,0,5,0,0,1,0,0,0,2,2,0,0,0,0,3,4,1,0,0,0,0,6,14,28,18,20,1,1,0,1,31,46,8,1,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0
2014-05-09 14:40:00,0,4,0,0,1,0,0,0,2,1,0,0,0,0,3,3,1,0,0,0,0,9,11,30,18,19,1,0,0,1,33,47,9,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0
2014-05-09 14:50:00,0,3,0,0,1,0,0,0,1,1,0,0,0,0,3,4,2,1,0,0,0,7,13,29,22,16,0,0,0,1,35,41,12,1,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0
2014-05-09 15:00:00,0,1,0,0,1,0,0,1,2,2,0,0,0,0,4,4,2,1,1,0,0,4,14,28,26,12,2,0,0,1,29,44,14,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0
2014-05-09 15:10:00,0,1,0,0,1,0,0,1,3,1,0,0,0,0,4,3,3,1,0,0,0,5,8,30,30,12,3,0,0,1,29,44,16,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2014-05-09 15:20:00,0,1,0,0,1,0,0,1,3,1,0,0,0,0,4,3,3,0,0,0,0,6,12,29,25,14,2,0,0,1,24,50,16,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-05-09 15:30:00,0,1,0,0,1,0,0,2,2,1,0,0,0,0,2,1,3,0,0,0,0,10,15,26,28,14,2,0,0,0,24,43,21,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-05-09 15:40:00,0,1,0,0,1,0,0,1,2,1,0,0,0,0,2,1,1,1,0,0,0,8,17,30,25,15,1,1,0,0,25,41,22,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-05-09 15:50:00,0,1,0,1,0,0,0,1,3,2,0,0,0,0,2,1,0,1,0,0,0,9,18,31,26,12,1,1,0,0,23,44,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-05-09 16:00:00,0,2,0,0,0,0,0,1,1,2,0,0,0,0,1,2,1,2,0,0,0,9,16,32,27,10,1,1,0,3,22,49,13,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
2014-05-09 16:10:00,0,2,0,0,0,0,0,1,1,2,0,0,0,0,1,3,1,2,0,0,0,6,12,35,29,10,2,1,0,2,26,42,16,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0
2014-05-09 16:20:00,0,1,0,0,0,0,0,1,1,2,1,0,0,0,0,3,2,1,0,0,0,8,15,35,32,7,3,0,0,0,27,43,13,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2014-05-09 16:30:00,0,1,0,0,0,0,0,1,1,1,1,0,0,0,1,3,1,2,0,1,0,6,19,34,31,10,1,0,0,2,25,43,10,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0
2014-05-09 16:40:00,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,3,1,2,1,1,0,7,18,30,29,10,1,0,0,1,25,47,12,0,1,0,0,2,1,0,0,1,0,0,0,0,0,0,0
2014-05-09 16:50:00,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,3,2,1,2,1,0,5,20,36,27,11,0,0,0,0,25,44,15,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2014-05-09 17:00:00,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,6,3,1,2,2,0,7,20,31,31,9,0,0,0,0,25,40,17,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-05-09 17:10:00,0,1,1,0,0,0,0,0,0,0,0,0,0,0,2,5,2,1,1,2,0,8,18,36,27,15,0,0,0,0,20,42,15,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-05-09 17:20:00,0,1,2,0,0,0,0,0,0,0,0,0,0,0,2,3,2,1,1,2,1,6,19,38,26,15,0,0,0,1,21,36,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-05-09 17:30:00,0,0,2,0,0,0,0,0,1,0,0,0,0,0,2,3,2,1,1,0,0,4,20,36,28,15,0,1,0,3,19,37,20,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
2014-05-09 17:40:00,0,1,0,1,0,0,0,0,1,1,0,0,0,0,2,4,2,0,1,0,0,4,20,33,28,12,0,2,0,3,23,36,22,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2014-05-09 17:50:00,0,1,0,0,0,0,0,0,2,0,1,0,0,0,1,2,3,0,1,0,0,8,23,29,26,12,0,1,0,1,25,34,22,1,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0
2014-05-09 18:00:00,0,1,0,0,0,0,0,0,2,0,2,0,0,0,2,1,1,0,0,0,0,9,24,27,36,12,1,0,0,1,20,38,18,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
2014-05-09 18:10:00,1,2,0,0,0,0,0,0,2,0,2,0,0,0,0,1,1,0,1,0,0,9,26,24,36,11,1,0,0,1,20,40,18,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2014-05-09 18:20:00,1,1,0,0,0,0,0,0,2,0,2,0,0,0,1,0,2,1,1,0,0,9,25,24,33,12,1,0,0,1,21,37,20,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0
2014-05-09 18:30:00,1,0,0,0,0,0,0,0,2,0,2,0,0,0,1,1,3,2,1,0,0,8,25,27,28,12,1,0,0,1,21,37,21,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0
2014-05-09 18:40:00,1,0,0,0,0,0,0,1,2,0,1,0,0,0,1,1,2,1,1,0,1,7,22,27,32,9,1,0,0,2,22,36,24,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0
2014-05-09 18:50:00,1,1,0,0,0,0,0,1,1,0,1,0,0,0,2,2,2,0,1,0,1,6,17,25,33,10,1,0,0,2,24,35,27,0,0,0,0,1,1,2,0,0,0,0,0,0,0,0,0
2014-05-09 19:00:00,1,1,0,0,0,0,0,1,1,0,1,0,0,0,2,3,1,0,1,0,1,6,17,21,30,8,4,0,0,1,26,47,20,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0
2014-05-09 19:10:00,1,1,0,1,0,0,0,1,1,0,1,0,0,0,2,2,2,0,1,1,0,6,18,28,30,9,4,0,0,1,27,44,12,0,0,0,0,2,0,1,0,0,0,1,0,0,0,0,0
2014-05-09 19:20:00,1,1,0,1,0,0,0,1,2,0,1,0,0,0,2,2,1,0,1,2,0,5,23,27,29,10,4,0,0,2,23,45,10,1,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0
2014-05-09 19:30:00,1,1,0,1,0,0,0,1,2,0,1,0,0,0,1,2,1,0,1,0,0,8,23,32,30,10,3,1,0,1,20,41,13,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
2014-05-09 19:40:00,1,1,0,1,0,0,0,1,1,0,1,0,0,0,2,4,1,1,1,0,0,6,22,28,27,9,1,1,0,3,24,36,22,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
2014-05-09 19:50:00,1,2,0,0,0,0,0,1,1,1,0,0,0,0,2,4,0,0,0,1,0,4,23,28,35,9,1,1,0,4,18,35,23,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
2014-05-09 20:00:00,1,2,0,0,0,0,0,2,1,2,0,0,0,0,3,4,0,1,0,1,0,4,16,26,27,6,2,1,0,5,26,39,25,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2014-05-09 20:10:00,1,2,0,0,0,0,0,1,1,2,0,0,0,0,5,2,0,0,0,1,0,5,15,24,28,8,2,1,0,5,32,47,13,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2014-05-09 20:20:00,2,2,0,0,0,0,0,0,1,1,0,0,0,0,2,4,0,0,0,1,0,7,15,28,22,9,2,1,0,3,32,49,12,0,2,0,0,1,1,0,0,0,0,0,0,0,0,0,0
2014-05-09 20:30:00,2,2,0,0,0,0,0,0,1,1,0,0,0,0,1,6,1,0,0,1,0,9,13,30,22,7,2,1,0,2,34,43,16,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0
2014-05-09 20:40:00,2,2,0,0,0,0,0,0,1,1,0,0,0,0,7,5,1,0,0,0,1,6,16,25,25,7,2,0,0,3,31,45,15,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2014-05-09 20:50:00,2,2,0,0,0,0,0,0,2,1,0,0,0,0,8,5,1,0,0,1,1,4,20,22,25,7,2,0,0,3,33,41,14,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0
2014-05-09 21:00:00,1,3,0,0,0,0,0,0,1,1,0,0,0,0,8,8,1,1,0,1,1,5,16,22,24,9,1,0,0,0,31,44,14,0,1,0,0,2,1,0,0,0,0,0,0,1,0,0,0
2014-05-09 21:10:00,1,3,0,0,0,0,0,0,1,1,0,0,0,0,4,9,1,1,0,1,1,10,16,26,24,9,1,0,0,0,19,41,22,0,1,0,0,3,2,0,0,0,0,0,0,0,0,0,0
2014-05-09 21:20:00,1,3,0,0,0,0,0,0,1,1,0,0,0,0,4,5,0,0,0,1,1,9,14,27,21,9,2,0,0,3,23,46,22,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0
2014-05-09 21:30:00,1,2,0,0,0,0,0,0,1,1,0,0,0,0,2,4,0,0,0,1,1,12,10,24,21,14,2,0,1,3,25,45,24,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0
2014-05-09 21:40:00,0,1,0,0,0,0,0,0,1,1,0,0,0,0,2,4,0,0,0,1,1,9,11,22,21,15,1,0,1,3,31,44,25,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0
2014-05-09 21:50:00,0,2,0,0,0,0,0,1,1,1,0,0,0,0,5,3,0,0,0,0,1,7,10,20,18,13,1,1,2,2,31,49,26,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0
2014-05-09 22:00:00,0,1,0,0,0,0,0,1,1,1,0,0,0,0,5,2,0,0,0,0,1,7,14,20,23,11,1,1,2,3,27,55,20,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2014-05-09 22:10:00,1,1,0,0,0,0,0,0,0,1,0,0,0,0,5,4,0,0,0,0,1,13,16,21,21,15,1,1,1,2,32,51,9,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2014-05-09 22:20:00,1,1,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,0,1,15,18,20,23,11,0,1,1,5,35,46,10,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
2014-05-09 22:30:00,1,1,0,0,0,0,0,0,0,0,0,0,0,0,2,3,1,0,0,0,1,12,20,19,22,12,0,1,1,1,44,43,10,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0
2014-05-09 22:40:00,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,3,1,0,0,0,1,15,15,18,20,14,0,0,0,3,47,48,6,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0
2014-05-09 22:50:00,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,5,0,1,0,1,1,18,18,25,20,13,0,0,0,3,38,44,5,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0
2014-05-09 23:00:00,0,1,0,0,0,0,0,0,0,0,1,0,0,0,4,3,0,1,0,1,0,14,18,29,19,11,0,0,0,1,40,43,9,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2014-05-09 23:10:00,0,1,0,0,0,0,0,0,0,1,0,0,0,0,4,2,1,2,0,1,0,16,21,25,21,9,0,0,0,0,35,43,13,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2014-05-09 23:20:00,1,1,0,0,0,0,0,0,0,0,0,0,0,0,3,5,2,1,0,1,0,19,21,20,26,7,0,0,0,3,25,47,13,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2014-05-09 23:30:00,1,0,0,0,0,0,0,0,0,0,0,0,1,0,6,4,1,0,0,2,0,18,22,20,24,9,0,0,0,3,27,43,15,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-05-09 23:40:00,1,0,0,0,0,0,0,0,0,0,0,0,1,0,6,10,1,0,0,1,0,13,19,22,22,8,0,0,0,3,26,47,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2014-05-09 23:50:00,0,0,0,0,0,0,0,0,0,1,0,0,0,0,5,10,1,1,0,1,0,19,17,21,25,10,1,0,0,2,24,41,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
2014-05-10 00:00:00,0,1,0,0,0,0,0,0,0,1,0,0,0,0,7,8,2,0,0,0,0,20,18,19,28,9,1,1,0,5,23,42,9,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0
2014-05-10 00:10:00,0,2,0,0,0,0,0,0,0,1,0,0,0,0,9,6,2,1,0,0,0,19,21,19,29,11,3,1,1,3,26,37,5,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2014-05-10 00:20:00,0,1,0,0,0,0,0,0,0,1,0,0,0,0,10,5,0,2,0,0,0,22,24,22,26,12,1,2,1,1,21,38,6,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
2014-05-10 00:30:00,0,1,0,0,0,0,0,0,0,1,0,0,0,0,14,2,0,1,0,0,0,20,19,23,29,11,1,1,1,1,25,36,3,1,0,0,0,0,5,0,0,0,0,1,0,0,1,0,0
2014-05-10 00:40:00,0,1,0,0,0,0,0,0,0,1,0,0,0,0,11,2,1,1,0,0,0,23,19,23,28,10,2,1,0,2,23,41,1,0,0,0,0,0,4,0,0,0,0,2,0,0,1,0,0
2014-05-10 00:50:00,0,0,0,0,0,0,0,0,0,1,0,0,0,0,11,2,2,1,1,0,1,25,22,19,20,11,2,0,0,2,22,49,1,0,0,0,0,0,2,0,0,0,0,2,0,0,1,0,0
2014-05-10 01:00:00,0,0,0,0,0,0,0,0,0,1,0,0,0,0,9,4,2,1,1,0,1,25,20,17,19,15,2,0,0,3,20,52,2,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0
2014-05-10 01:10:00,0,0,0,0,0,0,0,0,0,1,0,0,0,0,13,3,5,1,1,1,1,19,29,26,16,13,1,0,0,1,21,43,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
2014-05-10 01:20:00,0,0,0,0,0,0,0,0,0,1,0,0,0,0,14,7,4,1,0,1,1,17,28,26,20,7,1,0,0,0,19,46,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0
2014-05-10 01:30:00,0,0,0,0,0,0,0,0,0,1,0,0,0,0,11,6,4,1,0,1,1,19,27,20,20,8,0,0,0,2,22,51,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0
2014-05-10 01:40:00,0,0,0,0,0,0,0,0,1,1,0,0,0,0,13,6,2,1,0,0,1,21,22,17,22,11,0,0,0,4,19,51,3,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
2014-05-10 01:50:00,0,0,0,0,0,0,0,0,0,1,0,0,0,0,15,6,1,1,0,0,1,23,22,19,23,10,0,0,0,0,21,47,3,0,0,0,0,0,2,0,1,0,0,1,0,0,0,0,0
2014-05-10 02:00:00,0,0,0,0,0,0,0,0,0,1,0,0,0,0,14,2,1,1,0,0,1,29,20,19,21,11,0,0,0,2,22,49,0,1,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0
2014-05-10 02:10:00,0,0,0,0,0,0,0,0,0,1,0,0,0,0,17,1,2,1,0,0,0,24,27,14,20,9,0,0,0,2,18,59,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2014-05-10 02:20:00,0,0,0,0,0,0,0,0,0,1,0,0,0,0,10,3,3,1,0,0,0,22,28,15,15,13,0,0,0,2,19,61,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2014-05-10 02:30:00,0,0,0,0,0,0,0,0,0,3,1,0,0,0,12,2,5,2,1,0,0,26,22,16,13,13,1,0,0,3,16,56,3,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
2014-05-10 02:40:00,0,0,0,0,0,0,0,0,0,3,1,0,0,0,13,4,4,2,0,0,0,31,16,16,14,8,1,0,0,3,15,62,2,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
2014-05-10 02:50:00,0,0,0,0,0,0,0,0,0,2,1,0,0,0,16,6,2,3,0,0,0,33,16,15,16,8,1,0,0,2,12,59,1,0,0,0,0,1,2,0,0,0,0,1,0,0,0,0,0
2014-05-10 03:00:00,1,0,0,0,0,0,0,0,1,2,1,0,0,0,21,6,2,2,0,0,0,30,13,11,12,11,1,0,0,1,13,61,3,0,0,0,0,1,2,1,0,0,0,0,0,1,0,0,0
2014-05-10 03:10:00,1,1,0,0,0,0,0,0,2,1,1,0,0,0,17,7,1,2,0,0,0,29,16,16,20,14,1,0,0,1,10,53,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0
2014-05-10 03:20:00,0,2,0,0,0,0,0,1,2,1,1,0,0,0,13,7,0,2,0,2,0,31,17,19,15,11,1,0,0,1,12,55,2,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
2014-05-10 03:30:00,0,1,0,0,0,0,0,1,1,1,1,0,0,0,22,10,3,3,1,2,0,24,19,12,20,10,1,0,0,1,16,44,2,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2014-05-10 03:40:00,0,4,0,0,0,0,0,0,1,1,1,0,0,0,21,11,3,1,1,1,0,32,14,12,18,8,1,1,0,2,9,50,3,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2014-05-10 03:50:00,0,2,0,0,0,0,0,0,1,1,1,0,0,0,28,9,4,1,1,1,0,32,9,10,24,7,1,2,0,2,9,43,6,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
2014-05-10 04:00:00,0,1,0,0,0,0,0,0,1,1,1,0,0,0,17,8,1,1,2,2,0,36,14,12,19,10,0,2,0,2,16,44,5,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
2014-05-10 04:10:00,0,2,0,0,0,0,0,1,2,1,0,0,0,1,18,9,2,1,2,2,0,28,16,12,20,8,0,2,0,0,11,51,6,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
2014-05-10 04:20:00,0,1,0,0,0,0,0,1,1,1,0,0,0,1,13,8,3,2,0,3,0,37,10,10,25,8,2,2,0,0,13,49,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-05-10 04:30:00,0,4,0,0,1,0,0,1,0,1,0,0,0,1,16,6,4,1,0,2,1,37,8,12,16,9,1,2,0,0,12,54,7,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2014-05-10 04:40:00,0,4,0,0,1,0,0,0,1,1,0,0,0,1,18,11,3,1,1,2,1,34,10,16,17,7,0,2,0,3,5,49,8,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2014-05-10 04:50:00,0,3,0,0,0,0,0,0,0,1,1,0,0,0,18,7,2,1,0,2,0,33,11,25,21,8,2,2,0,2,10,37,8,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
2014-05-10 05:00:00,0,2,0,0,0,0,0,1,1,1,0,0,0,0,14,12,4,2,1,1,0,34,8,23,20,14,1,2,0,1,10,33,8,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1
2014-05-10 05:10:00,0,3,0,0,0,0,0,0,4,2,0,0,0,0,14,9,7,2,1,1,0,30,12,16,19,13,2,2,0,2,9,33,9,3,0,0,0,2,1,0,0,0,0,0,0,0,0,0,1
2014-05-10 05:20:00,0,2,0,0,0,0,0,0,3,2,0,0,0,0,13,6,4,2,0,0,0,22,15,23,16,16,1,3,0,2,14,36,10,3,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0
2014-05-10 05:30:00,0,3,0,0,0,0,0,0,2,2,0,0,0,0,11,8,4,3,0,0,0,17,16,21,25,14,1,3,0,2,16,32,10,2,0,0,0,3,2,0,0,0,0,0,0,0,0,0,0
2014-05-10 05:40:00,0,3,0,1,0,0,0,1,4,1,1,0,0,0,8,12,5,2,0,0,0,18,12,23,23,13,0,3,0,2,12,35,14,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0
2014-05-10 05:50:00,0,3,0,1,0,0,0,0,4,1,0,0,0,0,10,7,6,1,0,0,1,27,14,18,19,13,1,4,0,1,14,37,10,1,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0
2014-05-10 06:00:00,0,3,0,0,0,0,0,0,4,1,0,0,0,0,14,9,5,1,0,0,1,13,18,24,18,13,1,3,1,0,15,38,10,1,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0
2014-05-10 06:10:00,0,2,0,0,0,0,0,0,4,1,1,0,0,0,18,6,4,1,0,0,1,14,20,17,22,12,2,2,1,0,12,40,12,1,0,0,0,0,1,1,0,1,0,1,0,0,0,0,0
2014-05-10 06:20:00,0,3,0,0,0,0,0,0,1,1,1,0,0,0,11,7,4,1,0,0,1,10,27,23,24,11,2,2,0,0,14,33,14,2,0,0,0,0,1,2,0,0,0,2,0,0,0,0,0
2014-05-10 06:30:00,0,2,0,0,0,0,0,0,1,1,1,0,0,0,11,6,4,3,0,0,1,8,23,19,29,11,3,2,0,0,14,35,13,2,1,0,1,0,1,2,0,0,0,3,0,0,0,0,0
2014-05-10 06:40:00,0,2,0,0,0,0,0,0,3,1,0,0,0,0,6,3,5,2,0,0,1,12,20,16,28,16,2,2,0,0,20,36,12,2,1,0,0,1,1,2,0,0,0,3,0,0,0,0,0
2014-05-10 06:50:00,0,2,0,0,0,0,0,0,4,1,0,0,0,0,6,2,6,2,0,0,1,11,19,19,30,13,2,2,0,0,19,36,11,2,1,0,0,1,2,2,0,0,0,3,0,0,0,0,0
2014-05-10 07:00:00,0,2,0,0,0,0,0,0,3,1,1,0,0,0,6,2,3,1,0,0,1,6,23,23,30,16,1,2,0,1,21,36,9,1,1,0,0,1,2,2,0,0,0,2,0,0,0,0,0
2014-05-10 07:10:00,0,2,0,0,0,0,0,0,3,1,1,0,0,0,5,4,3,2,0,0,1,8,22,20,26,17,0,2,0,0,17,42,11,1,1,0,0,1,2,2,0,0,0,2,0,0,0,1,0
2014-05-10 07:20:00,0,2,0,0,0,0,0,0,1,1,1,0,0,0,5,5,3,1,1,0,1,7,26,16,27,16,0,2,0,1,16,41,15,1,0,0,0,1,2,2,0,0,0,2,0,0,0,1,0
2014-05-10 07:30:00,1,2,0,0,0,0,0,1,1,1,1,0,1,0,4,6,3,1,2,0,1,8,25,16,25,15,0,2,0,1,20,41,12,1,0,0,0,1,2,1,0,0,0,1,0,0,0,1,0
2014-05-10 07:40:00,1,2,0,0,0,0,1,1,1,1,1,0,0,0,5,5,3,1,2,0,1,8,24,21,25,13,0,2,0,0,20,40,12,1,0,0,0,1,2,1,0,0,0,1,0,0,0,1,0
